id,accent
common_voice_en_17270710.wav,Africa
common_voice_en_17270712.wav,Africa
common_voice_en_17270713.wav,Africa
common_voice_en_17270714.wav,Africa
common_voice_en_17270715.wav,Africa
common_voice_en_17270716.wav,Africa
common_voice_en_17270717.wav,Africa
common_voice_en_17270718.wav,Africa
common_voice_en_17270719.wav,Africa
common_voice_en_17270721.wav,Africa
common_voice_en_17270722.wav,Africa
common_voice_en_17270724.wav,Africa
common_voice_en_17270727.wav,Africa
common_voice_en_17270729.wav,Africa
common_voice_en_17270732.wav,Africa
common_voice_en_17271664.wav,Africa
common_voice_en_17271665.wav,Africa
common_voice_en_17271668.wav,Africa
common_voice_en_17271671.wav,Africa
common_voice_en_17271672.wav,Africa
common_voice_en_17271675.wav,Africa
common_voice_en_17271677.wav,Africa
common_voice_en_17271678.wav,Africa
common_voice_en_17271679.wav,Africa
common_voice_en_17271680.wav,Africa
common_voice_en_17271681.wav,Africa
common_voice_en_17271682.wav,Africa
common_voice_en_17271683.wav,Africa
common_voice_en_17271685.wav,Africa
common_voice_en_17271688.wav,Africa
common_voice_en_17271690.wav,Africa
common_voice_en_17271693.wav,Africa
common_voice_en_17271694.wav,Africa
common_voice_en_17271696.wav,Africa
common_voice_en_17271697.wav,Africa
common_voice_en_17271699.wav,Africa
common_voice_en_17271700.wav,Africa
common_voice_en_17271701.wav,Africa
common_voice_en_17271705.wav,Africa
common_voice_en_17271707.wav,Africa
common_voice_en_17271708.wav,Africa
common_voice_en_17271709.wav,Africa
common_voice_en_17271712.wav,Africa
common_voice_en_17271713.wav,Africa
common_voice_en_17271715.wav,Africa
common_voice_en_17271718.wav,Africa
common_voice_en_17272292.wav,Africa
common_voice_en_17272294.wav,Africa
common_voice_en_17272295.wav,Africa
common_voice_en_17272304.wav,Africa
common_voice_en_17272306.wav,Africa
common_voice_en_17272307.wav,Africa
common_voice_en_17272308.wav,Africa
common_voice_en_17272309.wav,Africa
common_voice_en_17272310.wav,Africa
common_voice_en_17272311.wav,Africa
common_voice_en_17272312.wav,Africa
common_voice_en_17272313.wav,Africa
common_voice_en_17272318.wav,Africa
common_voice_en_17272446.wav,Africa
common_voice_en_17272451.wav,Africa
common_voice_en_17272454.wav,Africa
common_voice_en_17272461.wav,Africa
common_voice_en_17272465.wav,Africa
common_voice_en_17272466.wav,Africa
common_voice_en_17272470.wav,Africa
common_voice_en_17272474.wav,Africa
common_voice_en_17272479.wav,Africa
common_voice_en_17272493.wav,Africa
common_voice_en_17272503.wav,Africa
common_voice_en_17272504.wav,Africa
common_voice_en_17272511.wav,Africa
common_voice_en_17272515.wav,Africa
common_voice_en_17272520.wav,Africa
common_voice_en_17272526.wav,Africa
common_voice_en_17272533.wav,Africa
common_voice_en_17272535.wav,Africa
common_voice_en_17272550.wav,Africa
common_voice_en_17272551.wav,Africa
common_voice_en_17272555.wav,Africa
common_voice_en_17272556.wav,Africa
common_voice_en_17272559.wav,Africa
common_voice_en_17272565.wav,Africa
common_voice_en_17272571.wav,Africa
common_voice_en_17272574.wav,Africa
common_voice_en_17272582.wav,Africa
common_voice_en_17272599.wav,Africa
common_voice_en_17272616.wav,Africa
common_voice_en_17272629.wav,Africa
common_voice_en_17272634.wav,Africa
common_voice_en_17272636.wav,Africa
common_voice_en_17272643.wav,Africa
common_voice_en_17272648.wav,Africa
common_voice_en_17272650.wav,Africa
common_voice_en_17272657.wav,Africa
common_voice_en_17272659.wav,Africa
common_voice_en_17272664.wav,Africa
common_voice_en_17272672.wav,Africa
common_voice_en_17272675.wav,Africa
common_voice_en_17272690.wav,Africa
common_voice_en_17272691.wav,Africa
common_voice_en_17272705.wav,Africa
common_voice_en_17272709.wav,Africa
common_voice_en_17272712.wav,Africa
common_voice_en_17272719.wav,Africa
common_voice_en_17272729.wav,Africa
common_voice_en_17272739.wav,Africa
common_voice_en_17283561.wav,Africa
common_voice_en_17283563.wav,Africa
common_voice_en_17283568.wav,Africa
common_voice_en_17283571.wav,Africa
common_voice_en_17283583.wav,Africa
common_voice_en_17283589.wav,Africa
common_voice_en_17283590.wav,Africa
common_voice_en_17296514.wav,Africa
common_voice_en_17296515.wav,Africa
common_voice_en_17296516.wav,Africa
common_voice_en_17336991.wav,Africa
common_voice_en_17343403.wav,Africa
common_voice_en_17343405.wav,Africa
common_voice_en_17343604.wav,Africa
common_voice_en_17343607.wav,Africa
common_voice_en_17343620.wav,Africa
common_voice_en_17343621.wav,Africa
common_voice_en_17343622.wav,Africa
common_voice_en_17343630.wav,Africa
common_voice_en_17343635.wav,Africa
common_voice_en_17343638.wav,Africa
common_voice_en_17343639.wav,Africa
common_voice_en_17343644.wav,Africa
common_voice_en_17343650.wav,Africa
common_voice_en_17343651.wav,Africa
common_voice_en_17377157.wav,Africa
common_voice_en_17377159.wav,Africa
common_voice_en_17377160.wav,Africa
common_voice_en_17385090.wav,Africa
common_voice_en_17391621.wav,Africa
common_voice_en_17391632.wav,Africa
common_voice_en_17391649.wav,Africa
common_voice_en_17391660.wav,Africa
common_voice_en_17391664.wav,Africa
common_voice_en_17391751.wav,Africa
common_voice_en_17391770.wav,Africa
common_voice_en_17391781.wav,Africa
common_voice_en_17391821.wav,Africa
common_voice_en_17391853.wav,Africa
common_voice_en_17391861.wav,Africa
common_voice_en_17391899.wav,Africa
common_voice_en_17443663.wav,Africa
common_voice_en_17443664.wav,Africa
common_voice_en_17443665.wav,Africa
common_voice_en_17443666.wav,Africa
common_voice_en_17443667.wav,Africa
common_voice_en_17443670.wav,Africa
common_voice_en_17443671.wav,Africa
common_voice_en_17569299.wav,Africa
common_voice_en_17569301.wav,Africa
common_voice_en_17569302.wav,Africa
common_voice_en_17586920.wav,Africa
common_voice_en_17586921.wav,Africa
common_voice_en_17586924.wav,Africa
common_voice_en_17586926.wav,Africa
common_voice_en_17586927.wav,Africa
common_voice_en_17586928.wav,Africa
common_voice_en_17586931.wav,Africa
common_voice_en_17586933.wav,Africa
common_voice_en_17586935.wav,Africa
common_voice_en_17586967.wav,Africa
common_voice_en_17586968.wav,Africa
common_voice_en_17586971.wav,Africa
common_voice_en_17637592.wav,Africa
common_voice_en_17637602.wav,Africa
common_voice_en_17637604.wav,Africa
common_voice_en_17637606.wav,Africa
common_voice_en_17637615.wav,Africa
common_voice_en_17637622.wav,Africa
common_voice_en_17637625.wav,Africa
common_voice_en_17717566.wav,Africa
common_voice_en_17717567.wav,Africa
common_voice_en_17717573.wav,Africa
common_voice_en_17717575.wav,Africa
common_voice_en_17717579.wav,Africa
common_voice_en_17717580.wav,Africa
common_voice_en_17718364.wav,Africa
common_voice_en_17718365.wav,Africa
common_voice_en_17718368.wav,Africa
common_voice_en_17719005.wav,Africa
common_voice_en_17719010.wav,Africa
common_voice_en_17719011.wav,Africa
common_voice_en_17729246.wav,Africa
common_voice_en_17729247.wav,Africa
common_voice_en_17761046.wav,Africa
common_voice_en_17822098.wav,Africa
common_voice_en_17822101.wav,Africa
common_voice_en_17822102.wav,Africa
common_voice_en_17822105.wav,Africa
common_voice_en_17822106.wav,Africa
common_voice_en_17822107.wav,Africa
common_voice_en_17822110.wav,Africa
common_voice_en_17822113.wav,Africa
common_voice_en_17822116.wav,Africa
common_voice_en_17822121.wav,Africa
common_voice_en_17822122.wav,Africa
common_voice_en_17822125.wav,Africa
common_voice_en_17822126.wav,Africa
common_voice_en_17822144.wav,Africa
common_voice_en_17822152.wav,Africa
common_voice_en_17822161.wav,Africa
common_voice_en_17822162.wav,Africa
common_voice_en_17822163.wav,Africa
common_voice_en_17822166.wav,Africa
common_voice_en_17822175.wav,Africa
common_voice_en_17860835.wav,Africa
common_voice_en_17860836.wav,Africa
common_voice_en_17860847.wav,Africa
common_voice_en_17860850.wav,Africa
common_voice_en_17860851.wav,Africa
common_voice_en_17860858.wav,Africa
common_voice_en_17860863.wav,Africa
common_voice_en_17880394.wav,Africa
common_voice_en_17880396.wav,Africa
common_voice_en_17939035.wav,Africa
common_voice_en_17939036.wav,Africa
common_voice_en_18008128.wav,Africa
common_voice_en_18014311.wav,Africa
common_voice_en_18104064.wav,Africa
common_voice_en_18104066.wav,Africa
common_voice_en_18104067.wav,Africa
common_voice_en_18104068.wav,Africa
common_voice_en_18118152.wav,Africa
common_voice_en_18118179.wav,Africa
common_voice_en_18118180.wav,Africa
common_voice_en_18118181.wav,Africa
common_voice_en_18118218.wav,Africa
common_voice_en_18248293.wav,Africa
common_voice_en_18295860.wav,Africa
common_voice_en_18303197.wav,Africa
common_voice_en_18341794.wav,Africa
common_voice_en_18341795.wav,Africa
common_voice_en_18341796.wav,Africa
common_voice_en_18341797.wav,Africa
common_voice_en_18341798.wav,Africa
common_voice_en_18341809.wav,Africa
common_voice_en_18341810.wav,Africa
common_voice_en_18341811.wav,Africa
common_voice_en_18341812.wav,Africa
common_voice_en_18341813.wav,Africa
common_voice_en_18341825.wav,Africa
common_voice_en_18341826.wav,Africa
common_voice_en_18341828.wav,Africa
common_voice_en_18341829.wav,Africa
common_voice_en_18341830.wav,Africa
common_voice_en_18341832.wav,Africa
common_voice_en_18341833.wav,Africa
common_voice_en_18341844.wav,Africa
common_voice_en_18341846.wav,Africa
common_voice_en_18341847.wav,Africa
common_voice_en_18341848.wav,Africa
common_voice_en_18341852.wav,Africa
common_voice_en_18341853.wav,Africa
common_voice_en_18341854.wav,Africa
common_voice_en_18341855.wav,Africa
common_voice_en_18341856.wav,Africa
common_voice_en_18341857.wav,Africa
common_voice_en_18341858.wav,Africa
common_voice_en_18341929.wav,Africa
common_voice_en_18341930.wav,Africa
common_voice_en_18341931.wav,Africa
common_voice_en_18341932.wav,Africa
common_voice_en_18341933.wav,Africa
common_voice_en_18341946.wav,Africa
common_voice_en_18341951.wav,Africa
common_voice_en_18341952.wav,Africa
common_voice_en_18341953.wav,Africa
common_voice_en_18341974.wav,Africa
common_voice_en_18341975.wav,Africa
common_voice_en_18341978.wav,Africa
common_voice_en_18402401.wav,Africa
common_voice_en_18402434.wav,Africa
common_voice_en_18402473.wav,Africa
common_voice_en_18422990.wav,Africa
common_voice_en_18422995.wav,Africa
common_voice_en_18422996.wav,Africa
common_voice_en_18422998.wav,Africa
common_voice_en_18422999.wav,Africa
common_voice_en_18429169.wav,Africa
common_voice_en_18429170.wav,Africa
common_voice_en_18429171.wav,Africa
common_voice_en_18429172.wav,Africa
common_voice_en_18431489.wav,Africa
common_voice_en_18431491.wav,Africa
common_voice_en_18431493.wav,Africa
common_voice_en_18431494.wav,Africa
common_voice_en_18431495.wav,Africa
common_voice_en_18472565.wav,Africa
common_voice_en_18472570.wav,Africa
common_voice_en_18472573.wav,Africa
common_voice_en_18472596.wav,Africa
common_voice_en_18472597.wav,Africa
common_voice_en_18472598.wav,Africa
common_voice_en_18480654.wav,Africa
common_voice_en_18482426.wav,Africa
common_voice_en_18482427.wav,Africa
common_voice_en_18482428.wav,Africa
common_voice_en_18482429.wav,Africa
common_voice_en_18482436.wav,Africa
common_voice_en_18482438.wav,Africa
common_voice_en_18482439.wav,Africa
common_voice_en_18482440.wav,Africa
common_voice_en_18482451.wav,Africa
common_voice_en_18482453.wav,Africa
common_voice_en_18482454.wav,Africa
common_voice_en_18482455.wav,Africa
common_voice_en_18482466.wav,Africa
common_voice_en_18482469.wav,Africa
common_voice_en_18482476.wav,Africa
common_voice_en_18482477.wav,Africa
common_voice_en_18482478.wav,Africa
common_voice_en_18482479.wav,Africa
common_voice_en_18482492.wav,Africa
common_voice_en_18482493.wav,Africa
common_voice_en_18482494.wav,Africa
common_voice_en_18482512.wav,Africa
common_voice_en_18482513.wav,Africa
common_voice_en_18482541.wav,Africa
common_voice_en_18482542.wav,Africa
common_voice_en_18482545.wav,Africa
common_voice_en_18482563.wav,Africa
common_voice_en_18482565.wav,Africa
common_voice_en_18482571.wav,Africa
common_voice_en_18482572.wav,Africa
common_voice_en_18482576.wav,Africa
common_voice_en_18482577.wav,Africa
common_voice_en_18482580.wav,Africa
common_voice_en_18482591.wav,Africa
common_voice_en_18482592.wav,Africa
common_voice_en_18482594.wav,Africa
common_voice_en_18482597.wav,Africa
common_voice_en_18482598.wav,Africa
common_voice_en_18482599.wav,Africa
common_voice_en_18482607.wav,Africa
common_voice_en_18482609.wav,Africa
common_voice_en_18482616.wav,Africa
common_voice_en_18482623.wav,Africa
common_voice_en_18482624.wav,Africa
common_voice_en_18482625.wav,Africa
common_voice_en_18482631.wav,Africa
common_voice_en_18482641.wav,Africa
common_voice_en_18482651.wav,Africa
common_voice_en_18482652.wav,Africa
common_voice_en_18482663.wav,Africa
common_voice_en_18482667.wav,Africa
common_voice_en_18482669.wav,Africa
common_voice_en_18482670.wav,Africa
common_voice_en_18482676.wav,Africa
common_voice_en_18482678.wav,Africa
common_voice_en_18482679.wav,Africa
common_voice_en_18482682.wav,Africa
common_voice_en_18482683.wav,Africa
common_voice_en_18482684.wav,Africa
common_voice_en_18482685.wav,Africa
common_voice_en_18482691.wav,Africa
common_voice_en_18482693.wav,Africa
common_voice_en_18482694.wav,Africa
common_voice_en_18482695.wav,Africa
common_voice_en_18482699.wav,Africa
common_voice_en_18482701.wav,Africa
common_voice_en_18482702.wav,Africa
common_voice_en_18482703.wav,Africa
common_voice_en_18482715.wav,Africa
common_voice_en_18482721.wav,Africa
common_voice_en_18482727.wav,Africa
common_voice_en_18482740.wav,Africa
common_voice_en_18482742.wav,Africa
common_voice_en_18482743.wav,Africa
common_voice_en_18482744.wav,Africa
common_voice_en_18512051.wav,Africa
common_voice_en_18512055.wav,Africa
common_voice_en_18512074.wav,Africa
common_voice_en_18512089.wav,Africa
common_voice_en_18512090.wav,Africa
common_voice_en_18512097.wav,Africa
common_voice_en_18512114.wav,Africa
common_voice_en_18512115.wav,Africa
common_voice_en_18512148.wav,Africa
common_voice_en_18512152.wav,Africa
common_voice_en_18512171.wav,Africa
common_voice_en_18512172.wav,Africa
common_voice_en_18512182.wav,Africa
common_voice_en_18512184.wav,Africa
common_voice_en_18512193.wav,Africa
common_voice_en_18512205.wav,Africa
common_voice_en_18512206.wav,Africa
common_voice_en_18512214.wav,Africa
common_voice_en_18512230.wav,Africa
common_voice_en_18512232.wav,Africa
common_voice_en_18512235.wav,Africa
common_voice_en_18512261.wav,Africa
common_voice_en_18512277.wav,Africa
common_voice_en_18512292.wav,Africa
common_voice_en_18512300.wav,Africa
common_voice_en_18512307.wav,Africa
common_voice_en_18512333.wav,Africa
common_voice_en_18512343.wav,Africa
common_voice_en_18512349.wav,Africa
common_voice_en_18512351.wav,Africa
common_voice_en_18512365.wav,Africa
common_voice_en_18518140.wav,Africa
common_voice_en_18518148.wav,Africa
common_voice_en_18518155.wav,Africa
common_voice_en_18518232.wav,Africa
common_voice_en_18518233.wav,Africa
common_voice_en_18518234.wav,Africa
common_voice_en_18518236.wav,Africa
common_voice_en_18518239.wav,Africa
common_voice_en_18518241.wav,Africa
common_voice_en_18518252.wav,Africa
common_voice_en_18518258.wav,Africa
common_voice_en_18518262.wav,Africa
common_voice_en_18518267.wav,Africa
common_voice_en_18518280.wav,Africa
common_voice_en_18518283.wav,Africa
common_voice_en_18518285.wav,Africa
common_voice_en_18518288.wav,Africa
common_voice_en_18518290.wav,Africa
common_voice_en_18518296.wav,Africa
common_voice_en_18518298.wav,Africa
common_voice_en_18518300.wav,Africa
common_voice_en_18518304.wav,Africa
common_voice_en_18518305.wav,Africa
common_voice_en_18518309.wav,Africa
common_voice_en_18518312.wav,Africa
common_voice_en_18518316.wav,Africa
common_voice_en_18518318.wav,Africa
common_voice_en_18518321.wav,Africa
common_voice_en_18518326.wav,Africa
common_voice_en_18518354.wav,Africa
common_voice_en_18518367.wav,Africa
common_voice_en_18518369.wav,Africa
common_voice_en_18518372.wav,Africa
common_voice_en_18518374.wav,Africa
common_voice_en_18518380.wav,Africa
common_voice_en_18518404.wav,Africa
common_voice_en_18518415.wav,Africa
common_voice_en_18518419.wav,Africa
common_voice_en_18518420.wav,Africa
common_voice_en_18518422.wav,Africa
common_voice_en_18518434.wav,Africa
common_voice_en_18518437.wav,Africa
common_voice_en_18518458.wav,Africa
common_voice_en_18518460.wav,Africa
common_voice_en_18518471.wav,Africa
common_voice_en_18518554.wav,Africa
common_voice_en_18518560.wav,Africa
common_voice_en_18518565.wav,Africa
common_voice_en_18518566.wav,Africa
common_voice_en_18518569.wav,Africa
common_voice_en_18518574.wav,Africa
common_voice_en_18518588.wav,Africa
common_voice_en_18541460.wav,Africa
common_voice_en_18541461.wav,Africa
common_voice_en_18541474.wav,Africa
common_voice_en_18541476.wav,Africa
common_voice_en_18541477.wav,Africa
common_voice_en_18541488.wav,Africa
common_voice_en_18541489.wav,Africa
common_voice_en_18651949.wav,Africa
common_voice_en_18651954.wav,Africa
common_voice_en_18651964.wav,Africa
common_voice_en_18651966.wav,Africa
common_voice_en_186522.wav,Africa
common_voice_en_186523.wav,Africa
common_voice_en_18653211.wav,Africa
common_voice_en_18653212.wav,Africa
common_voice_en_18653315.wav,Africa
common_voice_en_18653325.wav,Africa
common_voice_en_18653389.wav,Africa
common_voice_en_18653395.wav,Africa
common_voice_en_18653396.wav,Africa
common_voice_en_18653400.wav,Africa
common_voice_en_18653407.wav,Africa
common_voice_en_18653431.wav,Africa
common_voice_en_18653460.wav,Africa
common_voice_en_18653462.wav,Africa
common_voice_en_18653478.wav,Africa
common_voice_en_186540.wav,Africa
common_voice_en_186547.wav,Africa
common_voice_en_186552.wav,Africa
common_voice_en_186553.wav,Africa
common_voice_en_186559.wav,Africa
common_voice_en_186568.wav,Africa
common_voice_en_186572.wav,Africa
common_voice_en_186573.wav,Africa
common_voice_en_186577.wav,Africa
common_voice_en_186581.wav,Africa
common_voice_en_186589.wav,Africa
common_voice_en_186593.wav,Africa
common_voice_en_186594.wav,Africa
common_voice_en_186597.wav,Africa
common_voice_en_186608.wav,Africa
common_voice_en_186610.wav,Africa
common_voice_en_18672158.wav,Africa
common_voice_en_18672160.wav,Africa
common_voice_en_18672162.wav,Africa
common_voice_en_18672189.wav,Africa
common_voice_en_18672192.wav,Africa
common_voice_en_18672193.wav,Africa
common_voice_en_18672222.wav,Africa
common_voice_en_18672224.wav,Africa
common_voice_en_18672227.wav,Africa
common_voice_en_18672229.wav,Africa
common_voice_en_18672260.wav,Africa
common_voice_en_18672262.wav,Africa
common_voice_en_18672263.wav,Africa
common_voice_en_18672264.wav,Africa
common_voice_en_18672274.wav,Africa
common_voice_en_18672291.wav,Africa
common_voice_en_18672293.wav,Africa
common_voice_en_18672295.wav,Africa
common_voice_en_18672313.wav,Africa
common_voice_en_18672315.wav,Africa
common_voice_en_18672316.wav,Africa
common_voice_en_18672355.wav,Africa
common_voice_en_18672357.wav,Africa
common_voice_en_18672359.wav,Africa
common_voice_en_18672361.wav,Africa
common_voice_en_18672363.wav,Africa
common_voice_en_18672375.wav,Africa
common_voice_en_18672377.wav,Africa
common_voice_en_18672379.wav,Africa
common_voice_en_18672380.wav,Africa
common_voice_en_18672384.wav,Africa
common_voice_en_18672390.wav,Africa
common_voice_en_18672391.wav,Africa
common_voice_en_18672392.wav,Africa
common_voice_en_18672393.wav,Africa
common_voice_en_18672394.wav,Africa
common_voice_en_18672395.wav,Africa
common_voice_en_18672396.wav,Africa
common_voice_en_18672398.wav,Africa
common_voice_en_18672399.wav,Africa
common_voice_en_18672400.wav,Africa
common_voice_en_18672402.wav,Africa
common_voice_en_18672404.wav,Africa
common_voice_en_18672406.wav,Africa
common_voice_en_18672408.wav,Africa
common_voice_en_18672410.wav,Africa
common_voice_en_18672411.wav,Africa
common_voice_en_18672414.wav,Africa
common_voice_en_18672421.wav,Africa
common_voice_en_18672422.wav,Africa
common_voice_en_18672423.wav,Africa
common_voice_en_18672424.wav,Africa
common_voice_en_18672431.wav,Africa
common_voice_en_18672432.wav,Africa
common_voice_en_18672433.wav,Africa
common_voice_en_18672434.wav,Africa
common_voice_en_18698595.wav,Africa
common_voice_en_18698596.wav,Africa
common_voice_en_18702648.wav,Africa
common_voice_en_18702649.wav,Africa
common_voice_en_18702650.wav,Africa
common_voice_en_18702651.wav,Africa
common_voice_en_18702652.wav,Africa
common_voice_en_18702928.wav,Africa
common_voice_en_18702930.wav,Africa
common_voice_en_18702939.wav,Africa
common_voice_en_18702940.wav,Africa
common_voice_en_18702941.wav,Africa
common_voice_en_18702949.wav,Africa
common_voice_en_18702950.wav,Africa
common_voice_en_18702952.wav,Africa
common_voice_en_18715416.wav,Africa
common_voice_en_18715417.wav,Africa
common_voice_en_18715418.wav,Africa
common_voice_en_18715419.wav,Africa
common_voice_en_18715420.wav,Africa
common_voice_en_18718983.wav,Africa
common_voice_en_18718984.wav,Africa
common_voice_en_18718985.wav,Africa
common_voice_en_187521.wav,Africa
common_voice_en_187524.wav,Africa
common_voice_en_187525.wav,Africa
common_voice_en_187526.wav,Africa
common_voice_en_187527.wav,Africa
common_voice_en_187528.wav,Africa
common_voice_en_187530.wav,Africa
common_voice_en_187534.wav,Africa
common_voice_en_187536.wav,Africa
common_voice_en_18823631.wav,Africa
common_voice_en_18823632.wav,Africa
common_voice_en_18823633.wav,Africa
common_voice_en_18823634.wav,Africa
common_voice_en_18823635.wav,Africa
common_voice_en_18833164.wav,Africa
common_voice_en_18833165.wav,Africa
common_voice_en_18833166.wav,Africa
common_voice_en_18833167.wav,Africa
common_voice_en_18833168.wav,Africa
common_voice_en_18833169.wav,Africa
common_voice_en_18833170.wav,Africa
common_voice_en_18833171.wav,Africa
common_voice_en_18833172.wav,Africa
common_voice_en_18833173.wav,Africa
common_voice_en_18834887.wav,Africa
common_voice_en_18834889.wav,Africa
common_voice_en_18834890.wav,Africa
common_voice_en_18834892.wav,Africa
common_voice_en_18834893.wav,Africa
common_voice_en_18834894.wav,Africa
common_voice_en_18834895.wav,Africa
common_voice_en_18834896.wav,Africa
common_voice_en_18834913.wav,Africa
common_voice_en_18834914.wav,Africa
common_voice_en_18834915.wav,Africa
common_voice_en_18834916.wav,Africa
common_voice_en_18834927.wav,Africa
common_voice_en_18834928.wav,Africa
common_voice_en_18834929.wav,Africa
common_voice_en_18834930.wav,Africa
common_voice_en_18834931.wav,Africa
common_voice_en_18834942.wav,Africa
common_voice_en_18834944.wav,Africa
common_voice_en_18834945.wav,Africa
common_voice_en_18834946.wav,Africa
common_voice_en_18834960.wav,Africa
common_voice_en_18834962.wav,Africa
common_voice_en_18834963.wav,Africa
common_voice_en_18834965.wav,Africa
